LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,TOTAL_PRECIPITATION_CALGARY,MEAN_TEMPERATURE_EDMONTON,TOTAL_PRECIPITATION_EDMONTON,MEAN_TEMPERATURE_HALIFAX,TOTAL_PRECIPITATION_HALIFAX,MEAN_TEMPERATURE_MONCTON,TOTAL_PRECIPITATION_MONCTON,MEAN_TEMPERATURE_MONTREAL,TOTAL_PRECIPITATION_MONTREAL,MEAN_TEMPERATURE_OTTAWA,TOTAL_PRECIPITATION_OTTAWA,MEAN_TEMPERATURE_QUEBEC,TOTAL_PRECIPITATION_QUEBEC,MEAN_TEMPERATURE_SASKATOON,TOTAL_PRECIPITATION_SASKATOON,MEAN_TEMPERATURE_STJOHNS,TOTAL_PRECIPITATION_STJOHNS,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_TORONTO,MEAN_TEMPERATURE_VANCOUVER,TOTAL_PRECIPITATION_VANCOUVER,MEAN_TEMPERATURE_WHITEHORSE,TOTAL_PRECIPITATION_WHITEHORSE,MEAN_TEMPERATURE_WINNIPEG,TOTAL_PRECIPITATION_WINNIPEG
9/3/77 00:00,13.1,0.2,9.2,1.3,17.4,0,16,0,17.5,0,17.6,0,17,0,12.4,0.2,9.3,16.3,16.2,0,16.2,0.6,6.2,0,12.4,20.4
9/4/77 00:00,11.2,0,9.9,0,16.5,0,15.2,0,15.3,0,16.4,0.4,14,0,11.1,0.3,11.6,5.2,15.6,0,16.8,10.2,6.2,0,11.8,0.2
9/5/77 00:00,12.4,3.7,10.5,0,15,0,14.2,3.8,16.4,1,16.6,0,12.7,6.8,11.8,6.7,9.5,0,18.8,0,15.1,0,5.6,0,10.8,14.2
9/6/77 00:00,11,0.8,10.7,0,17.3,3,15.1,4.5,14.7,0,14.7,0,13,0.6,13.2,0,8.2,0.2,15.3,0,13.3,0,8.5,0,12.9,0
9/7/77 00:00,10.9,0,10.3,2.4,14.8,0,12.5,0,12.6,0,12.5,0,10.4,0,13,0.8,14.3,6.4,15.7,0,14.6,10.6,9.5,0,15.1,0
9/8/77 00:00,10.7,0.2,9.6,0,13.4,0,10.7,0,13.1,0,14.2,0,11.3,0,12.7,6.6,9.4,0,16.8,0,13.9,0,9,0,15.6,52.6
9/9/77 00:00,9.8,0,9,0,12.9,0,11.7,0,17.8,0,16.8,0.6,13.1,0,10.6,2.2,7.4,0,18.6,7.1,13,0,6.4,0,12.8,9.2
9/10/77 00:00,8.9,0,9.3,0,15.4,4.4,16.5,18,18,0.8,16.3,1.3,17.2,11.4,9.9,2.2,12.7,0,14.7,0,13.5,0,7,0,14,0.2
9/11/77 00:00,11.7,0,8.3,0,15.3,0.2,12.6,0,11.1,0,12.3,0,10.6,0.2,8.9,0,14.2,35.3,13.3,0,14.7,0,13.6,0,12.7,0
9/12/77 00:00,12.3,0,13.6,0,10.8,0,8.7,0,9.5,0.2,12.4,3.5,8,0,11.1,1.5,13.7,1.6,15,0,14.8,0,10.3,5.4,11.9,0
9/13/77 00:00,14.2,0,12.9,0,9.8,13.3,7,2.4,13.4,14.5,14,17.4,10.5,4.2,14,0,7.4,2,15.1,20.5,14.9,0,8,0,12.1,1.4
9/14/77 00:00,6.3,12.4,9.2,7.2,13.8,47.4,9.4,50.7,10.2,18.7,12.1,10.8,6.7,43.8,12.6,2,7,10.6,13.2,0,13.4,0,6.2,0,16.2,0
9/15/77 00:00,5,2,7.9,6.7,9.8,0,9.2,1.6,10.2,0,12.1,0,8.7,0,9.6,0,5.8,29.5,11.8,1.8,13.3,2,9,1,19.9,0
9/16/77 00:00,6.4,2.2,7.7,1.2,13.5,0,13,0,13.3,1.9,12.4,4.4,12.3,0,8.9,0,9.4,0,15.8,16.3,13.6,0,8,0,17.5,0
9/17/77 00:00,5.4,12.1,6.8,0.6,15,0,14.3,0,16,4.4,15.6,6.6,12,3.8,9.4,0,7,0,19.5,0,14.3,0.8,5.9,1.9,12.7,0
9/18/77 00:00,9.2,0,10.1,0,13.6,0.3,15.1,0,17.3,0,17.6,0.7,16.5,0,9.3,0,11.3,0,16.1,7.9,14.1,1.9,9.1,0,10.8,0
9/19/77 00:00,13.9,1.2,11.6,0,16.2,0,13.5,1.9,15.5,0,15.1,0,14.1,0,12.7,0,12.5,0,16.8,3.2,15,25.5,7.4,1,9.9,0.8
9/20/77 00:00,12.7,0,13.1,0,8.6,0,6.5,0,8.4,24.4,8.2,9.6,7.1,1,12.7,2.5,9.2,7.5,13.3,2.7,12.1,11.4,9.1,0.6,11.5,0.4
9/21/77 00:00,7.3,18.2,10.5,2.9,8.5,17.4,7,2.4,8.5,1,7.5,3.8,8.1,0,14.3,0.2,7,2.8,10.8,0.2,11.2,0,8.4,1.2,14.4,0
9/22/77 00:00,8.7,0,11.3,0,11.1,5.6,10.1,10.3,8.9,0,9.3,0,5.9,0,12.3,1.6,6.9,8.4,11.2,0,9.4,2.6,5.7,13.2,12.1,6
9/23/77 00:00,8.7,0,8.8,0,9.2,0.8,8.4,2,11.3,0,12,0,8.6,0,11.4,1,6.3,3.2,12.3,0,10.9,14.4,3.4,11.6,12.6,0.2
9/24/77 00:00,6.5,1.6,9.1,1.5,8.2,0,7.2,0,13,0,12.3,0,9.9,0,11.3,3.1,5.6,2.4,12.6,49.4,12.4,0,4.3,0,11.7,29
9/25/77 00:00,5.6,8.5,9,9.4,8,0,7.6,0,11.4,5.8,9.2,3.3,10.7,0,9,10.5,6,0.2,14.7,0.2,11.1,0,3.7,1.8,10.6,11.7
9/26/77 00:00,5.7,7.2,6.8,4.8,9.6,0.2,8.5,1.6,14.1,16.8,13.9,25.1,10.7,47.8,7.8,2.2,11.3,0,16.8,18.1,11.9,0,2.3,0,10.2,0.9
9/27/77 00:00,5.9,0,6.3,0,17.1,8.5,16.9,5.6,14.5,2.2,14.5,2,13.3,7.2,7.1,0,12.6,6.4,15.6,0,10.2,0,3.9,0,10.9,0
9/28/77 00:00,4.2,1.2,5.8,0,16.2,0,15.3,0,13.3,5.2,11.2,2.8,13.3,0.2,7.1,0,13.8,0,10.4,1.2,12,0.6,8.7,0,9.3,0
9/29/77 00:00,5.8,6,7.8,0,12.9,23.6,10.1,25.8,9.8,0.8,9.3,0,7.9,10.4,7.7,0,8.7,34.3,10.4,0,11.8,0,7.7,2.6,7.7,0
9/30/77 00:00,8.8,0,9,0,9.5,5.2,8.8,9.1,9.4,7.6,9.3,10.7,7.9,2.2,8.9,0,9.7,4.7,13.6,7.6,11.5,13.6,2.1,5,7.7,0
10/1/77 00:00,5.2,0,7,0,9.5,3.7,9.3,15.3,8.9,15.2,8.3,19,8.3,10.4,8.4,0,4.8,0.3,9.7,30.3,12.3,1.4,1.2,0.2,7.1,0
10/2/77 00:00,5.4,1.2,6.8,0,14.6,61.7,15.3,15,8.6,8.4,7.5,17.9,8.1,3.6,8.3,0,5.3,0.2,9.1,1.4,8.9,0,-0.4,0,7.6,0
10/3/77 00:00,1.5,0.5,-0.4,0,14.8,16.6,15.1,2.2,8.3,3,8.6,7.4,8.4,1,5,0,13.1,1.3,9.7,0,8.1,0,0.9,0,9,0
10/4/77 00:00,2,0,1.4,0,10.3,0,9.8,0,9.5,0.2,9.6,0,7.8,0.2,1.5,2.2,18.6,2.6,12.6,0,8.1,0,2.1,0,8.3,0.4
10/5/77 00:00,0.9,0,0.1,0,10.6,0,9.7,0,10.5,0.8,11,0.4,9,0.4,2.9,0,12.4,21.1,12.3,0,8.8,0,1.2,0,6.3,1
10/6/77 00:00,2.4,0,2.2,0,10.3,1.8,11.9,3.5,8.7,0,8,0.2,9.1,4.8,4.3,0,9,0,7.8,0,8.1,6.8,2,0,3.2,0.2
10/7/77 00:00,3.8,0,4.6,0,8.2,0,6.3,0,2.9,0,4.3,0,4.1,0,4.1,0,11.4,0,5.7,0,11.1,0.3,3.6,0.6,4.4,1.6
10/8/77 00:00,6.6,0.8,4.9,0,6.7,0,5.1,0,5,5.4,3.5,7,3.4,1,6.5,0,4.3,0,10.4,20.5,12.2,3.4,4.4,0.6,4.8,0
10/9/77 00:00,-3.4,0,-0.8,0,7.9,13.4,8.4,6.7,11.4,20.1,9.9,17.6,7.9,54.2,2.2,1,5.5,0,10.7,8.2,8.8,0,2.8,0.6,6.6,0
10/10/77 00:00,-1.7,0,-1.1,0,13,12.8,11.4,7.2,9.5,0,6.7,0,8.9,0.6,-1.2,1.8,9.6,5.6,9.9,0,8.5,0,2.3,1.4,4.4,4
10/11/77 00:00,7,0,6,0,10.1,0,9.1,0,8.3,0.2,7.2,0.6,7.9,0,2.2,0,9.8,0,9.3,2.1,9.7,0,3,2.6,3.4,0
10/12/77 00:00,12.2,0,10.7,0,9,3.4,7.7,4,9.3,1.6,6.9,0.4,7.7,5,10.6,0,8,0,6,0,10,4.2,4.9,1.2,7.6,0
10/13/77 00:00,5.1,0,5,0,8.8,0,6.6,0,4.7,0,4.8,0,4.5,0,7.1,0,8.8,1,4.3,0,9.8,0,4.2,0,11.7,0
10/14/77 00:00,2.1,0,4.6,0,5.9,8.6,3.6,5.9,4,5.6,2.5,0,3.3,1.8,4.1,0,4.7,0,5.8,0,7,0,2.8,5.3,5.4,0
10/15/77 00:00,9.2,0,10.6,0,12,10.6,10,16.8,4.4,17.2,7.5,0.6,3.1,10.8,7.5,0,7.8,14.2,7.4,6.4,10.9,5.6,5.4,0,5.7,0
10/16/77 00:00,10.1,0,7,0,10.4,0,7.8,0,4.3,7.2,4.5,6.8,3.5,2.8,9,0,10.4,0,3.3,0,10.4,0,5.6,0,9.8,0
10/17/77 00:00,4,0,7,0,11.7,35.3,9.3,27.8,5.5,24.1,4.5,3.9,6,16.8,5.6,0,6.5,0,4.8,0,7.6,0,6,0,7.6,8
10/18/77 00:00,12.7,0,6.7,0,9,0,7.2,4.8,6.5,0.3,3.3,0,5.6,1.2,10.6,0,11.4,3.1,8.7,0,7.6,2.1,3.4,0,8.2,0
10/19/77 00:00,5.7,0,4,0,9.3,0,7.3,0,9.8,0,8.1,0,5.6,0.2,7.4,0,3.9,3.5,7.6,0,9,0,-1.5,0,9.5,0
10/20/77 00:00,3.5,1.8,0.2,0,10.3,16.1,6.5,24.1,7.5,0,8.5,0,7.3,0,2.8,0,4.3,4.8,8.6,0,5.9,0,-1.7,0,8.3,0
10/21/77 00:00,4.2,0,3.6,0,7.7,7,5,13.1,8.2,0,9.9,0.4,6.6,0,0.8,0,11.5,17.8,10.6,0.5,10.4,1.6,2.1,1.4,3,0
10/22/77 00:00,10.4,0,9.1,0,9.3,2.4,6.3,5.6,6.9,3.6,6.9,6.6,6.4,9.8,7.6,0,6.2,2.2,7.7,0,13.4,0.6,3.9,1.2,1.7,0
10/23/77 00:00,12.1,0,12.1,0,3.1,0,1.7,0,3,0,3.8,0,3.8,0,13.6,0,6.5,5.2,2.9,0,12,6.4,-1.3,0,5.9,0
10/24/77 00:00,7,0,3.3,0,4.6,0,3.1,0,5.1,0,5.3,0,4,0,7.3,0,2.8,6.8,4.9,0,10.9,8.6,0.8,0,8,0
10/25/77 00:00,7.2,0,6.3,0.4,8.4,0,6.6,0,10.4,0,11.1,0,8.2,0,7.6,0,4.6,0,8.9,0,9.6,9,1.2,0,12.5,0
10/26/77 00:00,4.9,0,4.1,0,10,3,12.5,0,15.7,0,14.6,0,12.9,0,6.5,0,9.5,0,12.4,0,9.5,2.7,2.4,0,11.4,0
10/27/77 00:00,5,0,3.8,0,12.2,0.2,10.3,0.2,11.6,0,11.8,0,10,0.2,4.6,0,9.1,3.6,11,0,10.7,0,4.2,0.4,9.2,0
10/28/77 00:00,7.1,0,5.4,0,7.3,0.8,5.7,0,8.5,0,8.5,0,8.7,0,6.5,0,4.7,3,8.6,0,11.4,10.8,3.3,0,8.2,0
10/29/77 00:00,7.5,0,4.4,0,3.6,0,3.3,0,6.2,0,6.6,0,4.7,0,10.7,0,3.5,4.4,6.8,0,10.1,12.7,2.8,0,12.3,0
10/30/77 00:00,3.4,0,4.2,0,3.3,0,2.6,0,5.8,0,6.2,0,4.1,0,5.8,0,2.1,0.6,5.4,0,8.5,12.2,-0.1,0,14,15
10/31/77 00:00,3.8,0,2.4,0,5.3,0,3.7,0,6.1,0,6.1,0,4.2,0,4.4,0,2.1,0,6.2,0,6.3,1,-2.1,0,8.6,0
11/1/77 00:00,4.3,0,-2.2,0.8,9.1,0,7.5,0,8.6,0,7.6,0,3.9,0,1.2,0,7.4,0,10,0,10.1,24.6,-6.6,0,6.2,0
11/2/77 00:00,2.6,2.6,-0.3,0,6.8,0,7.3,0,11.4,0,10,0,5.6,0,6.9,0.4,9.4,0,10.9,0,7.1,0,-8.5,0,8.9,0
11/3/77 00:00,-0.6,0,-0.7,0,7.3,0,9.4,0,15.2,0,14.8,0,11.7,0,0.8,0,10.8,0,12.4,0,5.4,0,-4.9,0.2,2.9,0
11/4/77 00:00,-1.9,0,-2.6,0,11.3,0,11.7,4.4,10.8,16.4,10.4,1.2,9.1,7.4,-0.9,0,10.4,0,12.2,0,7.6,1.6,-1.5,0.2,1.1,0
11/5/77 00:00,-1.9,0,-2.6,0,8.2,0,5,0,5,0,4.9,0.2,3.3,0,-2.8,0,6.4,3,8.8,0,7.5,2,-7.6,0,6.1,0
11/6/77 00:00,2.5,0,-0.8,0,5.1,1,3.1,0,4.5,5.8,4.9,2,2.5,0,2.6,1,0.4,0,11.2,0,7.2,11.9,-10,2.7,8.9,0
11/7/77 00:00,0.7,0,-0.9,0,2.1,0,1.3,0,5.8,0,5.1,1.6,2.2,0,-0.1,0.5,-0.2,2.4,9.9,29.6,6.5,0,-11.4,0,9.5,0.2
11/8/77 00:00,-3.3,0,-2.7,0,2.4,0,1,0,7,3.8,5.2,12.4,3.6,1.2,-3.7,0,1.9,0,8.7,0.4,2.8,0,-11.1,0.2,4.1,0
11/9/77 00:00,-3,0,-4.5,0,7.9,0.8,8.2,0.8,9.8,0,7.6,0.5,7.3,2.2,-4.4,0,3.8,0,10.5,0,6.6,21.3,-12.6,0,-1.5,0
11/10/77 00:00,0.8,0,-1,0,12.5,0.6,13.9,0.2,11.7,5.8,9.6,7.6,8.5,3,-5.4,0,8.1,0,7.6,15.3,10.8,3.8,-13.4,1.6,-3.8,0
11/11/77 00:00,6.5,0,1.4,0,11.2,4.5,11.9,1.2,4,8.6,2.9,2.3,6.8,5.6,-3,0,12.1,0,1.7,0,9.2,2.8,-11.5,4.3,-3.6,0
11/12/77 00:00,4.4,0,4.1,0,5.3,15,4.3,6.4,2.5,0.2,-0.1,5.3,3,0.2,4.7,0,15.2,0,-2,0,7.7,3,-5.2,0.8,-3.2,0
11/13/77 00:00,2.1,0,3.9,0,6.4,0.8,4.4,6.7,-0.5,0,-1.6,0.4,0.7,0.2,1.4,0,11.9,0,-2.9,0,8,5.8,-4.6,1.3,-0.9,0
11/14/77 00:00,1.6,0,1.9,0,2.9,1.8,0.4,0.2,-1.8,0,-2.9,0,-2.3,0.2,2.5,0.7,9.5,10.5,-1.3,0,7.8,5.9,-4.2,2.7,-2.3,0
11/15/77 00:00,0.9,0,-2.3,0,1.4,0,-1.2,0,0.9,2.6,0.4,4.8,-0.8,1,-0.9,0,3.2,0,5.5,0.4,7.5,8.3,-6.7,0,-0.2,0
11/16/77 00:00,0.2,0,-0.3,0,5.7,0.6,5.5,0.6,8.8,4,7.9,6,2.3,10.9,-2.2,0,1.1,0,7.8,7.6,6.7,0.4,-12.2,0,0.8,4.2
11/17/77 00:00,-7,0,-4.2,0,11.3,20,9.6,29.2,7.1,2.6,5.6,9.8,5.9,12,-8,0,3,0,3.8,7.2,2.2,0,-20.7,0,-4,1.4
11/18/77 00:00,-10.6,1.8,-11.3,1.5,8.2,16.6,7.5,2.4,3.2,0.6,2.8,0.4,3,1.8,-9.2,2.3,9.1,9.2,3.4,0.9,0.6,0,-21.9,0.4,-6.5,0
11/19/77 00:00,-17.2,1.2,-18.9,0.8,3.2,0,2.6,0,0.9,0,0,0.4,0.1,0,-13.7,0.9,4.6,3.8,2.2,0.2,0.5,0,-19.9,0,-8.1,0.8
11/20/77 00:00,-20.8,0,-22.5,0,1,0,0.5,0,-1.4,0,-1.7,2,0.7,0,-19.9,0,0.4,0,4.7,1.7,-1.4,0,-23.9,0,-7.9,17.2
11/21/77 00:00,-17.9,0,-21.4,0,1.6,0,0,2.8,5.2,11,4.7,4.9,2.7,10.1,-21.3,0,1.2,0,5.2,0.4,-3.4,0,-18.6,0,-15.7,0.8
11/22/77 00:00,-23.1,0.4,-23.7,0,3.2,2.7,1.2,2.4,0.6,0,-0.3,0,0.2,0,-22,0,0.7,0.4,0.7,0,-3,0,-21.3,0,-19.2,0
11/23/77 00:00,-23,0,-24,0,-1.2,0,-2.9,0,-0.1,6.6,-2.6,5.6,-3.8,5.2,-24.6,0,0,0.8,2.3,7.1,-3.3,7.8,-27.5,0,-18.4,0
11/24/77 00:00,-19.2,1.8,-20.9,0.2,2.3,7.6,-1.1,20.5,3.3,0.2,1.1,0.6,0,11,-24,0,-2.2,2,2.1,0,3.8,0,-26.4,0,-22.9,0
11/25/77 00:00,-12.8,0.8,-15.3,1.6,2.7,0,0.3,0,-1.4,0,-3.1,1.2,-3.7,0,-20.6,0,2.7,5.7,1.3,3.8,3.8,40.2,-19.3,1.6,-18.2,0
11/26/77 00:00,-2.4,0,-8.2,4.7,5.8,18.6,3.4,4.3,-4.3,20.3,-7,16.6,-2.7,23.2,-12.4,2,4.6,35.2,-3.4,0,5.9,1.4,-21.5,1.2,-17.6,0
11/27/77 00:00,-3.9,0,-8.9,0,1.8,2.4,-0.9,0,-11.6,0.6,-12.5,0,-10.2,2.6,-9.4,0,8.9,9.5,-6.2,6.6,6.6,8.1,-18.5,0,-14,0
11/28/77 00:00,-2.5,0,-7.3,0,-3.1,1.9,-7.1,3.4,-9.5,1.1,-9.6,2.8,-12.5,0.8,-12.1,0,0.2,0,-3,1.2,7.4,24.3,-11,0.9,-13.7,0.4
11/29/77 00:00,0.8,0,1,0.2,-3.2,0,-8.2,0,-8.4,0,-10.4,0,-10.5,0,-3.8,2.5,-2.6,0.8,-2.7,0,6.7,0,-16.5,1,-5.6,1.6
11/30/77 00:00,-0.9,0,-4.1,0.6,-2,0,-5.2,0,-4.2,0.4,-5,1,-6.9,0,-8.3,1.4,-2.7,0.9,-1.2,3.5,4.2,0,-18.9,0,-3.8,1.8
12/1/77 00:00,-7.6,0,-8.2,0,0.9,1,-1.7,1.6,1.8,7.6,2.1,9.5,-2.8,25,-12.5,0.8,-6.4,0.5,7.2,7,3.4,36,-19.2,0.3,-12.1,0.9
12/2/77 00:00,-7.3,2,-8.7,1.1,5.6,2.2,4.2,1.6,3.9,0,1.7,0,2.6,0,-19.1,0,-2.3,7.7,1.7,0,9.1,9,-25.1,0.6,-17.2,0
12/3/77 00:00,-14.9,2,-17.4,6.4,2.8,0,1.2,0,1.1,0.4,-0.8,0.4,-0.7,0.2,-17.6,4.1,2.3,0,-1.3,0,7,0,-27.9,0.2,-22.6,0
12/4/77 00:00,-22.7,0,-26.3,0,-0.5,0.4,-2.8,0,-5,0.2,-6.7,2,-6.3,0,-21.7,3.2,0.3,3.6,-3.9,0,4.4,0,-34.3,0,-20,1.1
12/5/77 00:00,-26.5,0.4,-31.2,0,-3,0.5,-5.2,0,-8.6,1.6,-10.4,2.2,-10.2,0,-31,0,-2.6,3.1,-6.2,12.4,1.6,1.5,-38.9,0,-17.6,0.6
12/6/77 00:00,-28.1,4.1,-29.2,2,-2,35.7,-2.9,31.2,-6,7.2,-6.9,15.9,-5.4,3.1,-33.4,0.2,-3.2,15,-8.5,2.5,4.2,6.4,-39.1,0,-21.5,0
12/7/77 00:00,-31.2,0.6,-29.3,5.5,-1.7,3.3,-3.1,25.5,-8.4,1.9,-12,2.3,-5.6,0,-29.3,1.2,0.8,12.7,-10.4,0,2.6,0,-40,0,-23.4,0.6
12/8/77 00:00,-33.9,0,-36.8,0.2,-6,0.8,-9.7,0,-12.2,0.8,-14.4,1.8,-10.6,0,-33.1,0.4,-1.8,3.9,-10.8,16.7,-1,0,-42.7,0,-23.7,0.8
12/9/77 00:00,-32.8,0,-38.2,0,-0.5,31.7,-5.8,14.5,-5.5,11,-6.7,18.9,-8.9,17.8,-35.9,0,-5.8,0,-6.6,9.4,-2.4,6.9,-44.5,0,-29.9,0
12/10/77 00:00,-25.7,0,-28,0.2,-4.5,0,-8.2,0,-16,0,-16.8,0,-14.9,0,-29.3,0,0.5,26.1,-19,0,4.7,24,-44.1,0,-29.4,0
12/11/77 00:00,-6.6,0,-19.8,0,-12.6,0.6,-16.3,0.3,-22.6,0,-22.5,0,-21.7,0,-19.2,0,-5.6,3.1,-20.4,0,8.9,10.5,-39.9,0,-18.8,1.6
12/12/77 00:00,-0.4,0,-13.9,0,-14.7,0,-18.8,0,-21.5,1.5,-21.5,3.9,-24.5,0,-14.5,0,-8.5,4,-7.9,5.8,7.1,9.2,-33.3,0,-14.9,0.2
12/13/77 00:00,-4.6,0,-10.1,0,-14.7,0,-19.2,0,-14.4,1.2,-14.7,2.7,-18.7,0.6,-15.8,0,-10.6,0,2.1,4.3,7.7,16,-29.3,1.4,-14.6,0.2
12/14/77 00:00,-1.2,0,-12.1,0,-8.8,9.1,-14.6,15.3,-8.4,18.4,-7.5,21.8,-10.8,29.6,-14,0,-10.3,0,2.3,16.8,7.8,7.1,-25.6,2.4,-12.8,0
12/15/77 00:00,-5.9,0,-9.1,1.4,3.1,33.8,-0.6,21,-4.2,0.6,-3,0,-5.6,0.2,-9.9,0.6,-7.7,15.2,1.5,0,7,16.6,-24.5,0,-5.5,0
12/16/77 00:00,-4.6,0,-7.8,0,-3.1,0,-4.7,0,-3.8,0,-1.3,0,-6.3,0,-6.4,4.6,1.3,37.2,1.9,0,3.9,0.2,-27.4,0,-1.4,0.3
12/17/77 00:00,-8,0,-11.4,0.2,-3.7,0,-4.8,0.3,-9,0,-6.8,0,-11,0,-9.6,6.4,-4.6,0,0,0,2.3,0,-23.2,0.2,0.6,10.1
12/18/77 00:00,-14.8,0.2,-12.4,0.3,-0.1,0.6,0.4,1.5,-4.9,0,-6.5,0,-9,0,-12.3,5.2,-1,24.7,-0.5,7.2,2.6,2,-20.5,0,-1,1.9
12/19/77 00:00,-11.8,0,-19.1,0,-0.7,0.6,-1.5,0.9,-1.7,0,-2.6,0,-3,0,-17.4,0,-1.1,5.5,1.2,6.4,2.3,1.2,-24.7,0,-6.9,0
12/20/77 00:00,-7,0,-15.7,0,-1.4,0,-2.4,0,-2.6,0.6,-4,0.9,-5.1,0,-22.2,0,-2.9,2.4,1.4,3.6,-0.2,0,-26,0,-13.5,0
12/21/77 00:00,-2,0,-11,0,-1.4,0,-2.3,1,-1.2,13.7,-3,30.8,-3.9,20.6,-14.9,0,-3.1,1.9,-2,0,1.9,0,-24.2,0,-18.7,0
12/22/77 00:00,-10.7,1.2,-14.7,0.6,3.9,29.6,3.3,9.6,-1.9,0,-3.1,0.8,-1.8,0.6,-17.5,0,-3,0,-2.6,0,3.1,0,-22,0,-17.7,0
12/23/77 00:00,-15.7,0,-15.3,0,0.8,0,0.6,0,-1.7,0,-0.5,0,-1.2,0.4,-17.5,0.2,2,7.8,0.1,0,1.4,0,-16.1,0,-16.9,0
12/24/77 00:00,-17.8,0,-20.9,0,2.9,0,1,0,0.7,0,-0.8,0,0.1,0,-22.7,0,1,2,-0.1,8.5,-0.5,0,-11.8,0.2,-22.6,0
12/25/77 00:00,-10.9,0,-13.7,0.7,4.3,7,3.1,8.2,-1.3,4.2,-2.1,5.2,-0.8,17,-22.6,0,4.2,1.8,-3.6,1.3,1.5,0,-12,0.6,-23.9,0
12/26/77 00:00,-9,0,-12.2,0.3,3.2,28.2,0.1,3.4,-9.9,0,-12.3,0,-10.3,0.6,-19.4,0,5.8,1.3,-11.6,0,0,0,-8.3,0,-27,0
12/27/77 00:00,-6.7,0,-8.7,0,-6.5,0,-8.8,0,-14.3,0,-16.2,0,-16.4,0,-8.8,0,4.9,31.8,-10,0,-0.3,0,-2.3,2.9,-19.5,0.5
12/28/77 00:00,-5.4,0,-3.6,0,-5.3,4.3,-6.5,2.8,-13.4,0,-17,0.2,-15.1,0,-9.2,0.6,3.2,35.8,-10.8,0,-1.5,7.4,-13,0.6,-19.1,0
12/29/77 00:00,-10.9,2.3,-9.8,0,-5.7,4.3,-7.7,1,-12.7,0,-12.2,0.4,-16.2,0.6,-19.4,0.4,2.7,2.2,-6.9,0,2.4,10.8,-21.7,0,-21.9,0
12/30/77 00:00,-20.3,0.9,-13.8,0,-6,0,-9.7,7.4,-9.2,1.5,-11,0.6,-15.1,2,-24.8,0,-3,2.2,-5.9,0.4,1.5,0.2,-25.9,0,-24.4,0
12/31/77 00:00,-19.8,0,-19.3,0,-2.1,2.8,-9.2,2,-13.7,0,-14.6,0,-17.5,0,-17.3,0.2,-2,7.9,-8.6,0,-1.6,0,-22.9,0,-22.8,0
1/1/78 00:00,-10.7,0,-12.9,0,-5.5,6.5,-11.3,2.4,-14.3,0.6,-14.5,1.3,-16.5,0.2,-15,0,-1.6,28.9,-9,2.9,-2.3,0,-27.3,0,-14.4,1.6
1/2/78 00:00,-12,0,-15.8,0,-5.5,1.3,-9.7,3.6,-13.9,3.8,-12.9,1.5,-13,4.8,-14.5,0,1.9,32,-9.5,0,-3.7,0,-25.3,0,-12.5,0
1/3/78 00:00,-16.1,2.2,-17.1,2.2,-7.5,0.2,-13,0,-13.5,0.3,-14.5,0,-14.8,0.2,-18.1,0.2,-1.2,2.6,-9.5,0,-2.6,21.1,-21.1,0.8,-17.8,0
1/4/78 00:00,-21.3,1.7,-21.3,2.6,-9.5,0,-12.4,0,-16.1,1.8,-16.9,0.8,-18.2,2.2,-20.1,0.9,-4.5,0.2,-7.6,0,-0.3,9.6,-29,0,-23.4,0
1/5/78 00:00,-21.8,1,-23.1,6.5,-6.4,1.2,-8.7,0,-11.4,0.4,-10.7,0.5,-13.4,0.4,-21.5,5.2,-4.4,0.4,-1.7,0,3.9,5.1,-38.7,0,-22.8,1.9
1/6/78 00:00,-24.4,0.2,-22.6,1,-12.3,0.4,-15.8,0.8,-13.2,0,-15.8,0.2,-16.7,0,-22.8,1.7,-8.8,2.6,-5.7,0,2.5,0,-41.1,0,-17.7,2.8
1/7/78 00:00,-26,1.6,-27.2,0,-13.2,0,-17.4,0,-12.2,3.3,-13.5,3.2,-14.3,3.8,-29.4,0,-14.5,0,-5.9,0.6,1.8,16.3,-34.9,0,-19.9,0
1/8/78 00:00,-21.9,1,-22.5,1,-9.4,0,-11.2,0.3,-2.7,21.6,-4.5,32.3,-6,38.4,-30.2,0,-13,0.3,-0.2,19.2,3.6,15.7,-19.8,0.2,-26.8,0
1/9/78 00:00,-19.2,0,-16.6,0,4.8,18.6,5,20.2,-6.5,17.8,-9.9,19.1,-5.5,41,-30,0,-8.8,0,-11.7,1.8,3.7,8.4,-14.9,0,-29.4,0
1/10/78 00:00,-16.4,0,-17.3,0,-4.5,0,-7.7,3.5,-17.6,1.2,-18.3,1.6,-17.2,4.4,-25.4,0,2.6,21.1,-14,0.4,5.1,6.2,-10.4,0,-26.2,0
1/11/78 00:00,-14.8,0,-20.2,0,-12.5,0,-14.9,0,-13.7,0,-13.9,0.6,-17.1,0.4,-22.2,0,-2.2,0.5,-8.7,0,4.4,0.2,-11.7,0,-18.7,0
1/12/78 00:00,-9.6,0,-15,0.6,-13.7,0.4,-17.4,0,-15.8,0,-17.4,0,-20.4,0,-22.6,0.4,-8.2,1.2,-6.9,0,2.7,1.4,-10.1,0.2,-18.1,0
